high_watermark,row_count,head_position,timestamp
277233,270000,270000,2026-06-04 20:33:43
277304,270000,270000,2026-06-04 20:33:43
277368,270000,270000,2026-06-04 20:33:44
277437,270000,270000,2026-06-04 20:33:44
277506,270000,270000,2026-06-04 20:33:44
277575,270000,270000,2026-06-04 20:33:44
277642,270000,270000,2026-06-04 20:33:44
277710,270000,270000,2026-06-04 20:33:44
277772,270000,270000,2026-06-04 20:33:44
277840,270000,270000,2026-06-04 20:33:44
277909,270000,270000,2026-06-04 20:33:44
277979,270000,270000,2026-06-04 20:33:44
278043,270000,270000,2026-06-04 20:33:45
278112,270000,270000,2026-06-04 20:33:45
278184,270000,270000,2026-06-04 20:33:45
278248,270000,270000,2026-06-04 20:33:45
278319,270000,270000,2026-06-04 20:33:45
278383,270000,270000,2026-06-04 20:33:45
278455,270000,270000,2026-06-04 20:33:45
278519,270000,270000,2026-06-04 20:33:45
278587,270000,270000,2026-06-04 20:33:45
278657,270000,270000,2026-06-04 20:33:45
278722,270000,270000,2026-06-04 20:33:46
278792,270000,270000,2026-06-04 20:33:46
278861,270000,270000,2026-06-04 20:33:46
278924,270000,270000,2026-06-04 20:33:46
278993,270000,270000,2026-06-04 20:33:46
279056,270000,270000,2026-06-04 20:33:46
